image,split,estimated_players,occupied_cells,n_CSK,n_DC,n_GT,n_KKR,n_LSG,n_MI,n_PBKS,n_RR,n_RCB,n_SRH
LSGvsMI_image_84.jpg,Train,1,6,0,0,0,0,1,0,0,0,0,0
SRHvsMI_image_52.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
GTvsMI_image_272.jpg,Train,1,7,0,0,1,0,0,0,0,0,0,0
SRHvsMI_image_128.jpg,Train,1,8,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_154.jpg,Train,3,8,1,0,0,0,0,1,1,0,0,0
PBKSvsCSK_image_218.jpg,Train,2,6,0,0,0,0,0,0,1,0,1,0
PBKSvsCSK_image_229.jpg,Train,1,8,0,0,0,0,0,0,1,0,0,0
MIvsCSK_image_284.jpg,Train,2,8,2,0,0,0,0,0,0,0,0,0
PBKSvsCSK_image_249.jpg,Train,1,10,0,0,0,0,0,0,1,0,0,0
RCBvsPBKS_image_4.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
RRvsMI_image_95.jpg,Train,2,14,0,0,0,0,0,0,0,2,0,0
KKRvsRCB_image_97.jpg,Train,3,5,0,0,0,1,0,0,0,0,2,0
KKRvsRR_image_52.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
KKRvsRR_image_27.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
KKRvsLSG_image_92.jpg,Train,2,16,0,0,0,1,1,0,0,0,0,0
RCBvsPBKS_image_94.jpg,Train,2,11,0,0,0,0,0,0,1,0,1,0
SRHvsMI_image_251.jpg,Train,1,34,0,0,0,0,0,1,0,0,0,0
KKRvsLSG_image_39.jpg,Train,1,5,0,0,0,0,1,0,0,0,0,0
GTvsPBKS_image_2.jpg,Train,3,11,0,0,2,0,0,0,1,0,0,0
SRHvsDC_image_125.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
MIvsRCB_image_153.jpg,Train,1,6,0,0,0,0,0,0,0,0,1,0
GTvsMI_image_91.jpg,Train,1,4,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_175.jpg,Train,1,17,0,0,0,1,0,0,0,0,0,0
RCBvsDC_image_55.jpg,Train,1,9,0,0,0,0,0,0,0,0,1,0
SRHvsMI_image_211.jpg,Train,2,25,0,0,0,0,0,1,0,0,0,1
KKRvsPBKS_image_74.jpg,Train,2,10,0,0,0,1,0,0,1,0,0,0
KKRvsPBKS_image_109.jpg,Train,2,9,0,0,0,1,0,0,1,0,0,0
RCBvsSRH_image_90.jpg,Train,1,14,0,0,0,0,0,0,0,0,0,1
LSGvsMI_image_139.jpg,Train,2,3,0,0,0,0,0,2,0,0,0,0
KKRvsLSG_image_6.jpg,Train,3,15,0,0,0,1,2,0,0,0,0,0
KKRvsCSK_image_11.jpg,Train,1,9,0,0,0,1,0,0,0,0,0,0
KKRvsCSK_image_133.jpg,Train,1,12,0,0,0,1,0,0,0,0,0,0
PBKSvsCSK_image_171.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
PBKSvsCSK_image_119.jpg,Train,1,10,1,0,0,0,0,0,0,0,0,0
RCBvsCSK_image_163.jpg,Train,1,4,0,0,0,0,0,0,0,0,1,0
MIvsRCB_image_16.jpg,Train,2,10,0,0,0,0,0,2,0,0,0,0
SRHvsPBKS_image_35.jpg,Train,1,2,0,0,0,0,0,0,1,0,0,0
LSGvsMI_image_151.jpg,Train,1,5,0,0,0,0,1,0,0,0,0,0
PBKSvsCSK_image_139.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
KKRvsRCB_image_3.jpg,Train,1,3,0,0,0,0,0,0,0,0,1,0
PBKSvsDC_image_82.jpg,Train,1,8,0,1,0,0,0,0,0,0,0,0
RRvsMI_image_86.jpg,Train,2,25,0,0,0,0,0,1,0,1,0,0
RCBvsRR_image_104.jpg,Train,1,12,0,0,0,0,0,0,0,0,1,0
RCBvsRR_image_124.jpg,Train,4,25,0,0,0,0,0,0,0,2,2,0
KKRvsGT_image_197.jpg,Train,2,19,0,0,1,1,0,0,0,0,0,0
RCBvsPBKS_image_49.jpg,Train,1,15,0,0,0,0,0,0,0,0,1,0
SRHvsDC_image_54.jpg,Train,2,12,0,1,0,0,0,0,0,0,0,1
SRHvsMI_image_224.jpg,Train,1,18,0,0,0,0,0,1,0,0,0,0
PBKSvsCSK_image_254.jpg,Train,2,26,2,0,0,0,0,0,0,0,0,0
KKRvsLSG_image_62.jpg,Train,1,5,0,0,0,0,1,0,0,0,0,0
GTvsRR_image_182.jpg,Train,2,8,0,0,0,0,0,0,0,2,0,0
RCBvsCSK_image_26.jpg,Train,1,6,0,0,0,0,0,0,0,0,1,0
MIvsDC_image_123.jpg,Train,2,8,0,2,0,0,0,0,0,0,0,0
KKRvsGT_image_5.jpg,Train,2,9,0,0,1,1,0,0,0,0,0,0
KKRvsPBKS_image_142.jpg,Train,2,5,0,0,0,1,0,0,1,0,0,0
KKRvsCSK_image_116.jpg,Train,1,6,1,0,0,0,0,0,0,0,0,0
SRHvsDC_image_80.jpg,Train,3,8,0,3,0,0,0,0,0,0,0,0
RCBvsPBKS_image_83.jpg,Train,2,10,0,0,0,0,0,0,2,0,0,0
RCBvsDC_image_173.jpg,Train,4,15,0,1,0,0,0,0,0,0,3,0
RCBvsCSK_image_95.jpg,Train,1,12,1,0,0,0,0,0,0,0,0,0
PBKSvsMI_image_24.jpg,Train,1,8,0,0,0,0,0,0,1,0,0,0
KKRvsPBKS_image_15.jpg,Train,1,3,0,0,0,1,0,0,0,0,0,0
RRvsMI_image_57.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
SRHvsDC_image_102.jpg,Train,1,8,0,0,0,0,0,0,0,0,0,1
MIvsRCB_image_154.jpg,Train,1,32,0,0,0,0,0,0,0,0,1,0
RCBvsSRH_image_72.jpg,Train,1,3,0,0,0,0,0,0,0,0,1,0
MIvsDC_image_56.jpg,Train,1,3,0,1,0,0,0,0,0,0,0,0
LSGvsSRH_image_337.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
RRvsLSG_image_105.jpg,Train,1,2,0,0,0,0,0,0,0,1,0,0
LSGvsCSK_image_97.jpg,Train,1,4,0,0,0,0,1,0,0,0,0,0
RCBvsPBKS_image_173.jpg,Train,2,16,0,0,0,0,0,0,1,0,1,0
PBKSvsMI_image_30.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
MIvsKKR_image_56.jpg,Train,1,17,0,0,0,0,0,1,0,0,0,0
RRvsLSG_image_64.jpg,Train,2,13,0,0,0,0,1,0,0,1,0,0
KKRvsRCB_image_79.jpg,Train,2,6,0,0,0,1,0,0,0,0,1,0
RCBvsPBKS_image_220.jpg,Train,1,7,0,0,0,0,0,0,0,0,1,0
MIvsDC_image_109.jpg,Train,2,5,0,0,0,0,0,2,0,0,0,0
GTvsSRH_image_32.jpg,Train,1,12,0,0,0,0,0,0,0,0,0,1
SRHvsRR_image_4.jpg,Train,1,6,0,0,0,0,0,0,0,0,0,1
PBKSvsCSK_image_292.jpg,Train,1,19,1,0,0,0,0,0,0,0,0,0
SRHvsRR_image_104.jpg,Train,1,7,0,0,0,0,0,0,0,1,0,0
KKRvsCSK_image_156.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
LSGvsMI_image_102.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_222.jpg,Train,2,17,0,0,0,1,0,0,0,0,0,1
SRHvsDC_image_118.jpg,Train,1,1,0,0,0,0,0,0,0,0,0,1
KKRvsLSG_image_79.jpg,Train,2,9,0,0,0,1,1,0,0,0,0,0
RRvsLSG_image_67.jpg,Train,2,21,0,0,0,0,1,0,0,1,0,0
KKRvsSRH_image_115.jpg,Train,2,24,0,0,0,1,0,0,0,0,0,1
KKRvsLSG_image_37.jpg,Train,1,10,0,0,0,0,1,0,0,0,0,0
RRvsLSG_image_98.jpg,Train,1,5,0,0,0,0,1,0,0,0,0,0
RCBvsGT_image_101.jpg,Train,1,4,0,0,1,0,0,0,0,0,0,0
LSGvsCSK_image_50.jpg,Train,2,11,2,0,0,0,0,0,0,0,0,0
MIvsCSK_image_256.jpg,Train,2,4,0,0,0,0,0,2,0,0,0,0
SRHvsMI_image_196.jpg,Train,2,34,0,0,0,0,0,2,0,0,0,0
GTvsMI_image_119.jpg,Train,2,9,0,0,1,0,0,1,0,0,0,0
RCBvsSRH_image_68.jpg,Train,1,13,0,0,0,0,0,0,0,0,1,0
KKRvsRR_image_59.jpg,Train,2,7,0,0,0,1,0,0,0,1,0,0
SRHvsMI_image_69.jpg,Train,2,8,0,0,0,0,0,2,0,0,0,0
KKRvsPBKS_image_8.jpg,Train,3,9,0,0,0,0,0,0,3,0,0,0
RRvsLSG_image_52.jpg,Train,1,4,0,0,0,0,0,0,0,1,0,0
SRHvsMI_image_61.jpg,Train,3,13,0,0,0,0,0,2,0,0,0,1
KKRvsSRH_image_201.jpg,Train,2,12,0,0,0,1,0,0,0,0,0,1
LSGvsRCB_image_227.jpg,Train,1,3,0,0,0,0,0,0,0,0,1,0
KKRvsSRH_image_252.jpg,Train,1,10,0,0,0,1,0,0,0,0,0,0
RRvsMI_image_106.jpg,Train,1,20,0,0,0,0,0,1,0,0,0,0
MIvsRCB_image_122.jpg,Train,2,5,0,0,0,0,0,1,0,0,1,0
RCBvsGT_image_81.jpg,Train,1,5,0,0,0,0,0,0,0,0,1,0
KKRvsPBKS_image_205.jpg,Train,2,13,0,0,0,1,0,0,1,0,0,0
PBKSvsCSK_image_6.jpg,Train,2,13,1,0,0,0,0,0,1,0,0,0
SRHvsPBKS_image_73.jpg,Train,2,16,0,0,0,0,0,0,0,0,0,2
SRHvsPBKS_image_40.jpg,Train,3,9,0,0,0,0,0,0,2,0,0,1
RCBvsSRH_image_4.jpg,Train,1,18,0,0,0,0,0,0,0,0,0,1
SRHvsPBKS_image_146.jpg,Train,1,2,0,0,0,0,0,0,0,0,0,1
MIvsKKR_image_32.jpg,Train,1,7,0,0,0,1,0,0,0,0,0,0
RCBvsSRH_image_77.jpg,Train,1,2,0,0,0,0,0,0,0,0,1,0
GTvsPBKS_image_65.jpg,Train,1,4,0,0,1,0,0,0,0,0,0,0
KKRvsRR_image_73.jpg,Train,2,17,0,0,0,1,0,0,0,1,0,0
LSGvsSRH_image_56.jpg,Train,1,7,0,0,0,0,1,0,0,0,0,0
RRvsLSG_image_63.jpg,Train,1,3,0,0,0,0,0,0,0,1,0,0
KKRvsRCB_image_68.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
KKRvsRCB_image_111.jpg,Train,1,3,0,0,0,0,0,0,0,0,1,0
SRHvsRR_image_14.jpg,Train,2,35,0,0,0,0,0,0,0,2,0,0
RRvsMI_image_34.jpg,Train,1,5,0,0,0,0,0,1,0,0,0,0
MIvsCSK_image_308.jpg,Train,3,3,1,0,0,0,0,2,0,0,0,0
PBKSvsCSK_image_72.jpg,Train,2,11,1,0,0,0,0,0,1,0,0,0
RCBvsRR_image_225.jpg,Train,2,14,0,0,0,0,0,0,0,2,0,0
SRHvsPBKS_image_39.jpg,Train,1,12,0,0,0,0,0,0,0,0,0,1
KKRvsPBKS_image_53.jpg,Train,3,5,0,0,0,0,0,0,3,0,0,0
GTvsSRH_image_187.jpg,Train,2,9,0,0,0,0,0,0,0,0,0,2
PBKSvsCSK_image_177.jpg,Train,1,11,1,0,0,0,0,0,0,0,0,0
RCBvsCSK_image_36.jpg,Train,3,19,2,0,0,0,0,0,0,0,1,0
LSGvsMI_image_18.jpg,Train,1,8,0,0,0,0,1,0,0,0,0,0
SRHvsMI_image_254.jpg,Train,1,36,0,0,0,0,0,0,0,0,0,1
RCBvsRR_image_13.jpg,Train,2,13,0,0,0,0,0,0,0,2,0,0
MIvsRCB_image_118.jpg,Train,1,9,0,0,0,0,0,0,0,0,1,0
LSGvsMI_image_9.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
LSGvsSRH_image_26.jpg,Train,1,5,0,0,0,0,0,0,0,0,0,1
MIvsDC_image_8.jpg,Train,1,25,0,1,0,0,0,0,0,0,0,0
KKRvsSRH_image_280.jpg,Train,1,12,0,0,0,1,0,0,0,0,0,0
LSGvsRCB_image_80.jpg,Train,1,8,0,0,0,0,0,0,0,0,1,0
KKRvsGT_image_3.jpg,Train,2,8,0,0,1,1,0,0,0,0,0,0
GTvsMI_image_130.jpg,Train,1,10,0,0,1,0,0,0,0,0,0,0
KKRvsSRH_image_103.jpg,Train,1,9,0,0,0,1,0,0,0,0,0,0
SRHvsMI_image_81.jpg,Train,1,14,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_37.jpg,Train,1,9,0,0,0,1,0,0,0,0,0,0
GTvsMI_image_71.jpg,Train,1,6,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_257.jpg,Train,1,40,0,0,0,0,0,0,0,0,0,1
LSGvsSRH_image_97.jpg,Train,1,9,0,0,0,0,1,0,0,0,0,0
SRHvsDC_image_175.jpg,Train,2,9,0,1,0,0,0,0,0,0,0,1
SRHvsDC_image_147.jpg,Train,1,4,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_130.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_194.jpg,Train,2,5,0,0,0,0,0,0,0,0,0,2
KKRvsSRH_image_84.jpg,Train,2,22,0,0,0,1,0,0,0,0,0,1
RRvsLSG_image_108.jpg,Train,2,5,0,0,0,0,1,0,0,1,0,0
MIvsCSK_image_113.jpg,Train,2,10,0,0,0,0,0,2,0,0,0,0
SRHvsPBKS_image_87.jpg,Train,2,7,0,0,0,0,0,0,1,0,0,1
SRHvsMI_image_49.jpg,Train,1,13,0,0,0,0,0,0,0,0,0,1
RCBvsGT_image_71.jpg,Train,2,7,0,0,0,0,0,0,0,0,2,0
GTvsLSG_image_320.jpg,Train,2,7,0,0,2,0,0,0,0,0,0,0
MIvsRCB_image_143.jpg,Train,1,9,0,0,0,0,0,0,0,0,1,0
GTvsPBKS_image_101.jpg,Train,2,5,0,0,2,0,0,0,0,0,0,0
SRHvsMI_image_160.jpg,Train,1,10,0,0,0,0,0,0,0,0,0,1
SRHvsPBKS_image_47.jpg,Train,5,8,0,0,0,0,0,0,4,0,1,0
SRHvsPBKS_image_83.jpg,Train,3,26,0,0,0,0,0,0,1,0,0,2
RRvsMI_image_17.jpg,Train,3,21,0,0,0,0,0,1,0,2,0,0
RCBvsGT_image_19.jpg,Train,1,35,0,0,1,0,0,0,0,0,0,0
KKRvsSRH_image_139.jpg,Train,1,9,0,0,0,0,0,0,0,0,0,1
KKRvsSRH_image_31.jpg,Train,1,13,0,0,0,1,0,0,0,0,0,0
SRHvsMI_image_134.jpg,Train,1,10,0,0,0,0,0,1,0,0,0,0
KKRvsSRH_image_193.jpg,Train,2,15,0,0,0,1,0,0,0,0,0,1
PBKSvsCSK_image_126.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
KKRvsRCB_image_65.jpg,Train,1,1,0,0,0,1,0,0,0,0,0,0
RRvsCSK_image_131.jpg,Train,2,9,1,0,0,0,0,0,0,1,0,0
RCBvsPBKS_image_180.jpg,Train,2,17,0,0,0,0,0,0,1,0,1,0
RCBvsGT_image_128.jpg,Train,1,6,0,0,1,0,0,0,0,0,0,0
SRHvsMI_image_195.jpg,Train,1,12,0,0,0,0,0,1,0,0,0,0
GTvsPBKS_image_73.jpg,Train,1,2,0,0,1,0,0,0,0,0,0,0
SRHvsDC_image_135.jpg,Train,2,4,0,2,0,0,0,0,0,0,0,0
KKRvsRCB_image_18.jpg,Train,2,17,0,0,0,1,0,0,0,0,1,0
KKRvsPBKS_image_132.jpg,Train,1,11,0,0,0,1,0,0,0,0,0,0
KKRvsPBKS_image_59.jpg,Train,1,2,0,0,0,1,0,0,0,0,0,0
PBKSvsDC_image_1.jpg,Train,1,18,0,0,0,0,0,0,1,0,0,0
LSGvsMI_image_200.jpg,Train,1,3,0,0,0,0,1,0,0,0,0,0
GTvsRR_image_109.jpg,Train,2,16,0,0,0,0,0,0,0,2,0,0
PBKSvsCSK_image_233.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
KKRvsRCB_image_58.jpg,Train,2,13,0,0,0,1,0,0,0,0,1,0
KKRvsPBKS_image_115.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
RCBvsGT_image_47.jpg,Train,2,15,0,0,1,0,0,0,0,0,1,0
SRHvsMI_image_53.jpg,Train,2,24,0,0,0,0,0,1,0,0,0,1
LSGvsCSK_image_34.jpg,Train,3,12,0,0,0,0,3,0,0,0,0,0
KKRvsPBKS_image_152.jpg,Train,3,11,0,0,0,1,0,0,2,0,0,0
SRHvsMI_image_7.jpg,Train,1,13,0,0,0,0,0,1,0,0,0,0
RCBvsDC_image_257.jpg,Train,3,9,0,0,0,0,0,0,0,0,3,0
PBKSvsCSK_image_100.jpg,Train,1,7,0,0,0,0,0,0,1,0,0,0
PBKSvsMI_image_117.jpg,Train,1,4,0,0,0,0,0,0,1,0,0,0
MIvsKKR_image_20.jpg,Train,3,19,0,0,0,0,0,3,0,0,0,0
RCBvsGT_image_23.jpg,Train,1,6,0,0,0,0,0,0,0,0,1,0
MIvsCSK_image_12.jpg,Train,0,0,0,0,0,0,0,0,0,0,0,0
PBKSvsMI_image_92.jpg,Train,1,5,0,0,0,0,0,0,1,0,0,0
KKRvsSRH_image_229.jpg,Train,1,14,0,0,0,1,0,0,0,0,0,0
GTvsLSG_image_51.jpg,Train,1,5,0,0,1,0,0,0,0,0,0,0
KKRvsGT_image_30.jpg,Train,1,3,0,0,1,0,0,0,0,0,0,0
KKRvsSRH_image_181.jpg,Train,2,19,0,0,0,1,0,0,0,0,0,1
RCBvsRR_image_41.jpg,Train,1,12,0,0,0,0,0,0,0,1,0,0
RCBvsPBKS_image_56.jpg,Train,1,14,0,0,0,0,0,0,1,0,0,0
RCBvsPBKS_image_136.jpg,Train,1,15,0,0,0,0,0,0,1,0,0,0
RCBvsRR_image_108.jpg,Train,1,9,0,0,0,0,0,0,0,0,1,0
GTvsSRH_image_92.jpg,Train,2,10,0,0,0,0,0,1,0,0,0,1
SRHvsDC_image_83.jpg,Train,1,5,0,1,0,0,0,0,0,0,0,0
LSGvsSRH_image_312.jpg,Train,1,8,0,0,0,0,1,0,0,0,0,0
GTvsLSG_image_323.jpg,Train,1,2,0,0,1,0,0,0,0,0,0,0
MIvsKKR_image_48.jpg,Train,1,18,0,0,0,0,0,1,0,0,0,0
KKRvsLSG_image_128.jpg,Train,1,3,0,0,0,1,0,0,0,0,0,0
KKRvsRCB_image_42.jpg,Train,1,7,0,0,0,1,0,0,0,0,0,0
RCBvsGT_image_70.jpg,Train,1,11,0,0,0,0,0,0,0,0,1,0
RCBvsGT_image_7.jpg,Train,1,7,0,0,0,0,0,0,0,0,1,0
PBKSvsCSK_image_7.jpg,Train,2,14,1,0,0,0,0,0,1,0,0,0
KKRvsRR_image_13.jpg,Train,2,7,0,0,0,1,0,0,0,1,0,0
RCBvsPBKS_image_2.jpg,Train,2,4,0,0,0,0,0,0,2,0,0,0
SRHvsPBKS_image_67.jpg,Train,1,5,0,0,0,0,0,0,1,0,0,0
MIvsDC_image_308.jpg,Train,2,9,0,0,0,0,0,2,0,0,0,0
SRHvsMI_image_50.jpg,Train,2,14,0,0,0,0,0,1,0,0,0,1
SRHvsRR_image_122.jpg,Train,1,11,0,0,0,0,0,0,0,0,0,1
PBKSvsCSK_image_67.jpg,Train,1,8,0,0,0,0,0,0,1,0,0,0
KKRvsPBKS_image_37.jpg,Train,1,8,0,0,0,0,0,0,1,0,0,0
SRHvsDC_image_114.jpg,Train,1,1,0,1,0,0,0,0,0,0,0,0
KKRvsCSK_image_129.jpg,Train,2,6,2,0,0,0,0,0,0,0,0,0
SRHvsRR_image_161.jpg,Train,3,19,0,0,0,0,0,0,0,2,0,1
SRHvsRR_image_62.jpg,Train,1,7,0,0,0,0,0,0,0,0,0,1
LSGvsSRH_image_335.jpg,Train,2,13,0,0,0,0,1,0,0,0,0,1
KKRvsLSG_image_13.jpg,Train,1,6,0,0,0,1,0,0,0,0,0,0
RCBvsSRH_image_81.jpg,Train,1,14,0,0,0,0,0,0,0,0,0,1
SRHvsMI_image_37.jpg,Train,2,28,0,0,0,0,0,1,0,0,0,1
KKRvsSRH_image_62.jpg,Train,2,22,0,0,0,1,0,0,0,0,0,1
KKRvsCSK_image_154.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
SRHvsDC_image_156.jpg,Train,2,21,0,2,0,0,0,0,0,0,0,0
RCBvsCSK_image_117.jpg,Train,2,7,1,0,0,0,0,0,0,0,1,0
SRHvsDC_image_140.jpg,Train,3,21,0,2,0,0,0,0,1,0,0,0
KKRvsRR_image_219.jpg,Train,1,8,0,0,0,0,0,0,0,1,0,0
RCBvsPBKS_image_73.jpg,Train,3,23,0,0,0,0,0,0,2,0,1,0
RRvsMI_image_101.jpg,Train,4,16,0,0,0,0,0,2,0,2,0,0
RRvsMI_image_112.jpg,Train,1,31,0,0,0,0,0,0,0,1,0,0
KKRvsSRH_image_240.jpg,Train,2,15,0,0,0,0,0,0,0,0,0,2
PBKSvsMI_image_88.jpg,Train,1,4,0,0,0,0,0,1,0,0,0,0
GTvsSRH_image_233.jpg,Train,4,17,0,0,0,0,0,0,0,0,0,4
KKRvsPBKS_image_126.jpg,Train,3,7,0,0,0,0,0,0,3,0,0,0
PBKSvsCSK_image_210.jpg,Train,1,8,1,0,0,0,0,0,0,0,0,0
RCBvsCSK_image_207.jpg,Train,2,8,1,0,0,0,0,0,0,0,1,0
PBKSvsCSK_image_173.jpg,Train,1,6,1,0,0,0,0,0,0,0,0,0
SRHvsDC_image_170.jpg,Train,2,27,0,1,0,0,0,0,0,0,0,1
KKRvsSRH_image_263.jpg,Train,1,15,0,0,0,1,0,0,0,0,0,0
